NSR_organism	NSR_ID	BOLD_organism	BOLD_ID
Prunella laciniata	XY16ZUVB3BZ	Prunella laciniata	GBITS32175-21
Lindneromyia hungarica	XXRANWA55QH	Lindneromyia hungarica	GBDP18441-15
Stenochrus portoricensis	XXL3XUN2ZJJ	Stenochrus portoricensis	GACO1417-19
Neurigona abdominalis	XXCCZNOS1LQ	Neurigona abdominalis	UKAN1321-23
Linaria bipartita	XX68XTTTDB1	Linaria bipartita	GBITS34036-21
Echinochloa colona	XX2FMJEWKT1	Echinochloa colona	GBITS61816-21
Cixius dubius	XWUCJZP1FWK	Cixius dubius	BGENL1622-24
Mompha lacteella	XWQ5RC5TTOK	Mompha lacteella	FGMLK239-17
Saperda perforata	XWDALNAHRJQ	Saperda perforata	COLFB881-12
Chromaphis juglandicola	XWCTV45F8NK	Chromaphis juglandicola	ACEA005-14
Sphaeronaemella fimicola	XWBFS7R2Z88	Sphaeronaemella fimicola	GBSO13123-14
Russula integra	XW3LC7SU189	Russula integra	FABOL674-21
Elymus repens	XW181ZA6N35	Elymus repens	BBYUK3053-20
Euphorbia dentata	XVYGBWCMQCT	Euphorbia dentata	FSEUS223-12
Ascaris lumbricoides	XVW069RTWSH	Ascaris lumbricoides	GBMNA2614-19
Livilla ulicis	XVK3QCIYZ2T	Livilla ulicis	GBMHH29252-19
Tanytarsus smolandicus	XV60HUB989A	Tanytarsus smolandicus	CHIFI524-16
Gilia achilleifolia	XV4I4BNBFR0	Gilia achilleifolia	GBITS21217-21
Stachys byzantina	XUUPG8OA56M	Stachys byzantina	GBITS31848-21
Polydora cornuta	XUQ98ZCIGRO	Polydora cornuta	GBAN1575-07
Halcampa chrysanthellum	XUPKEEPXL1R	Halcampa chrysanthellum	SWEMA897-15
Commelina communis	XUOMFVWFBZT	Commelina communis	CPBOL857-11
Ageratina altissima	XUIU2PN1YEY	Ageratina altissima	SCBI506-14
Hordeum pubiflorum	XUH57KFLTD	Hordeum pubiflorum	GBVD3727-11
Thladiantha dubia	XUBJIM9M80G	Thladiantha dubia	GBITS72206-21
Epuraea imperialis	XU1SSU6CA3N	Epuraea imperialis	WCOL314-21
Inocybe obsoleta	XTONR2KZP3Z	Inocybe obsoleta	GBAGA2686-13
Populus tremuloides	XTO54YU1O35	Populus tremuloides	BBYUK1707-12
Oenanthe leucopyga	XTG2M1SHU1A	Oenanthe leucopyga	BOI046-08
Anser fabalis	XTEX8MIAWSE	Anser fabalis	BISE215-08
Brachionus variabilis	XTDAVUBH98K	Brachionus variabilis	AGROT808-11
Orobanche cernua	XTBISVFRFZK	Orobanche cernua	DPC312-21
Oesophagostomum quadrispinulatum	XT6X3ZSY594	Oesophagostomum quadrispinulatum	GBMNA7749-19
Hemipholiota heteroclita	XSZFJI8VNN7	Hemipholiota heteroclita	NOBAS1507-15
Enhydrosoma propinquum	XS6D4L89VY9	Enhydrosoma propinquum	NSH132-17
Hippophae rhamnoides	XRVC4CXUVLO	Hippophae rhamnoides	EDTOL026-21
Bupleurum semicompositum	XRECBG62Z9F	Bupleurum semicompositum	ITSAB1000-14
Psathyrella spadiceogrisea	XRDY6DWUGXT	Psathyrella spadiceogrisea	GBAGA10340-14
Sisymbrium polyceratium	XRCOV42WJ02	Sisymbrium polyceratium	ITSAB1403-14
Ismarus dorsiger	XRBZSMW15VI	Ismarus dorsiger	GBDTA16725-21
Rubus amisiensis	XR9HQC9SHPD	Rubus amisiensis	GBVX6660-15
Pristiphora leucopus	XR5OT79ZQMN	Pristiphora leucopus	BASYM072-10
Sphacelorbus nanus	XR1EWWHYVY1	Sphacelorbus nanus	MACRO741-07
Boccardia proboscidea	XQMMUQAR6YZ	Boccardia proboscidea	GBAN10330-19
Lepisosteus osseus	XQF5811BGM3	Lepisosteus osseus	ANGBF438-12
Genista sagittalis	XQD9KZ51FDO	Genista sagittalis	GBITS24932-21
Lonicera involucrata	XQ81IJEX6CY	Lonicera involucrata	BBYUK820-12
Zanthojoppa lutea	XOKEX88NBU6	Zanthojoppa lutea	FBIIA120-10
Latrodectus geometricus	XNOJF2D73T7	Latrodectus geometricus	ARGAB9010-19
Bionectria ochroleuca	XNLMPL6WQ7M	Bionectria ochroleuca	CLC001-08
Crupina vulgaris	XNI5F8XDKT2	Crupina vulgaris	GBITS12139-21
Cenchrus setaceus	XNGPSQZ7F97	Cenchrus setaceus	GBITS45140-21
Aporrectodea trapezoides	XNEFE3ECEVU	Aporrectodea trapezoides	EWMTP005-22
Leccinum aurantiacum	XN4AJH5WH1U	Leccinum aurantiacum	GBBOL1445-13
Carabus ulrichii	XMU7SO33S5G	Carabus ulrichii	GBCL24404-15
Dolichoderus lutosus	XMFXJVIL1RM	Dolichoderus lutosus	APREY123-18
Atriplex micrantha	XMEWT4OEM63	Atriplex micrantha	GBITS57826-21
Echium sabulicola	XM6TMGVC8TB	Echium sabulicola	GBITS13810-21
Laburnum watereri	XM250S449VL	Laburnum watereri	WAT444-12
Sphaerodorum gracilis	XLYJW6VYJZX	Sphaerodorum gracilis	BNSB290-23
Eudocimus albus	XLR5RP1LQ67	Eudocimus albus	CDAMH044-05
Muscinupta laevis	XLOURQ2SOVW	Muscinupta laevis	KFNGI202-19
Ornithonyssus bacoti	XL4OG5K82IQ	Ornithonyssus bacoti	GBCAB41934-24
Conocybe subxerophytica	XL3EFSIN55E	Conocybe subxerophytica	GBAGA8788-13
Barycnemis alpina	XKJUKYQYUWJ	Barycnemis alpina	BCHYM10494-15
Araucaria araucana	XKE9TCEQM26	Araucaria araucana	GBVL3869-11
Tachysphex punctipleuris	XKDLIA7NCCA	Tachysphex punctipleuris	BCHYM12216-15
Mimachlamys varia	XKD8Z3YYNV9	Mimachlamys varia	DTNHM5635-23
Megalopelma nigroclavatum	XK6K1B5B763	Megalopelma nigroclavatum	AMTPF5831-16
Echinops bannaticus	XJS2KVJ5Q8B	Echinops bannaticus	GBITS61824-21
Zygophyllum fabago	XJLKID4AAJI	Zygophyllum fabago	CPBOL4513-11
Liatris spicata	XJK2PBOD16O	Liatris spicata	FSEUS097-12
Dasysiphonia japonica	XI9K4G1OZGQ	Dasysiphonia japonica	ABMMC10100-10
Myzus persicae	XI70MRZ5NEG	Myzus persicae	ARCHI1303-17
Japananus hyalinus	XI3NE8U9SFC	Japananus hyalinus	AHCNC446-13
Astragalus hamosus	XI2CI33GXLX	Astragalus hamosus	ITSAA067-14
Chondracanthus zei	XHXSBT1YAHM	Chondracanthus zei	GBCRO1111-19
Culicoides grisescens	XHL2WOOQYRP	Culicoides grisescens	CERAT002-15
Ovis ammon	XHB1RBIZTAD	Ovis ammon	GBCOC15256-23
Parvicardium scabrum	XH4A4BS8VGM	Parvicardium scabrum	BNAGB715-14
Aegilops ventricosa	XGS6GYT0AWC	Aegilops ventricosa	GBITS46192-21
Halicephalobus gingivalis	XGQGS3P89P8	Halicephalobus gingivalis	GBMNA1111-19
Nais stolci	XGLAXELRZCD	Nais stolci	GBINV29068-23
Macrocheles matrius	XGG776TIO55	Macrocheles matrius	SMRPM429-16
Gymnopus dryophilus	XGFICGB2P9I	Gymnopus dryophilus	BFSEG103-23
Thecabius populimonilis	XFU3WQH59HQ	Thecabius populimonilis	BARSH506-15
Fumaria officinalis	XFP4BW4A2WV	Fumaria officinalis	DPC1516-21
Zinnia peruviana	XEVZN8BKZEE	Zinnia peruviana	GBITS11181-21
Stephostethus alternans	XEQ41LUKTEK	Stephostethus alternans	FBCOA675-10
Celtis australis	XENGXY58VI8	Celtis australis	GBVS1307-13
Callomyia dives	XEMRPL2OSVO	Callomyia dives	CNCDS932-13
Aphis umbrella	XEFCR5UJH7Q	Aphis umbrella	ACEA176-14
Urocissa erythroryncha	XDZKDZRNC1L	Urocissa erythroryncha	GBMNA11319-19
Gammarellus homari	XDYMWIWYW3C	Gammarellus homari	BNSA303-14
Caenis rivulorum	XDTMR5UEMU1	Caenis rivulorum	DTNHM1316-21
Opogona omoscopa	XDS8E9LTHZD	Opogona omoscopa	GMNHV064-18
Alopecurus brachystachyus	XDPYP3QVZCJ	Alopecurus brachystachyus	POEUA031-12
Rubus scissus	XDNKNUFIQLJ	Rubus scissus	GBVX6833-15
Juncus anthelatus	XDEEQKM2TPI	Juncus anthelatus	VPSBC1098-13
Lactarius flavidus	XDBE7QSQQG7	Lactarius flavidus	NOBAS8046-20
Agrilus ater	XCYF4QLEX0E	Agrilus ater	COLFG488-14
Entoloma jahnii	XCS13KH7GRJ	Entoloma jahnii	NOBAS4123-17
Avena byzantina	XCRNEJ0H2GY	Avena byzantina	KNPB759-10
Phyllactinia corni	XCN286CB4L6	Phyllactinia corni	GBERY1228-15
Phellinus igniarius	XCENF896668	Phellinus igniarius	GBSO14223-15
Arrenurus truncatellus	XBQ27PYPYY3	Arrenurus truncatellus	GACAC1545-16
Callicorixa producta	XBKP40FN6Y7	Callicorixa producta	CNCHB371-11
Dusona minor	XB5ZGG69D1K	Dusona minor	ASWAX468-08
Ulmus pumila	XA956BU1KKA	Ulmus pumila	DPC1492-21
Narcissus tazetta	X9WIY2BJXDQ	Narcissus tazetta	GBITS5277-21
Clunio marinus	X9VISNZ98T9	Clunio marinus	GBDP42314-19
Cercophora sulphurella	X9NFQT824S1	Cercophora sulphurella	GBSO695-13
Baldellia repens	X99Y2YT8BRI	Baldellia repens	REDNO019-12
Allomacrus arcticus	X8PRXT528LY	Allomacrus arcticus	BBHYJ015-10
Vermiliopsis monodiscus	X8P7IVUB1A2	Vermiliopsis monodiscus	BSUIO465-24
Uvularia grandiflora	X8NQ4NGACTD	Uvularia grandiflora	FPOON141-16
Sparganium erectum	X8734Z11KHB	Sparganium erectum	EDTOL477-21
Podosphaera xanthii	X83IFJP4Q5A	Podosphaera xanthii	GBERY086-13
Pseudomassaria chondrospora	X6TA4Y9XN3A	Pseudomassaria chondrospora	GBXYL1600-13
Antherospora scillae	X6BCSQXSXMH	Antherospora scillae	GBSO16471-15
Phyllotopsis nidulans	X64XIK1IO5U	Phyllotopsis nidulans	ANTIC015-20
Minilimosina gemella	X5T6HFTJNVM	Minilimosina gemella	BBDCM316-10
Arabis procurrens	X5MGYW9KSCS	Arabis procurrens	GBITS57380-21
Ischadium recurvum	X5HLOUOCH94	Ischadium recurvum	FLBAR059-17
Aleiodes nigriceps	X5HGE5AN4UQ	Aleiodes nigriceps	ASQBR233-09
Hippolais languida	X5HCKTGZZHP	Hippolais languida	GBIR6302-15
Trifolium echinatum	X56M40S3XT7	Trifolium echinatum	NBFCP3223-24
Morchellium argus	X471TO4ZATJ	Morchellium argus	CCMAS063-21
Cephalaria gigantea	X3PGTF9XWOJ	Cephalaria gigantea	VASCA309-15
Jaera nordmanni	X3NPP7SHPX	Jaera nordmanni	GBART22273-23
Veronica cymbalaria	X3MPYVVJ5II	Veronica cymbalaria	GBITS34430-21
Parlatoria crypta	X3K4XDK9FKI	Parlatoria crypta	GBMHH23033-19
Caligus gurnardi	X39MPXO9JMN	Caligus gurnardi	GBA1622-05
Helianthus petiolaris	X39CJK3ISF8	Helianthus petiolaris	BBYUK399-12
Crustoderma corneum	X37LXIEO19U	Crustoderma corneum	GBPOL2690-15
Madia glomerata	X34BYGJKXVS	Madia glomerata	BBYUK434-12
Acerocnema macrocera	X2BC5IDNUM3	Acerocnema macrocera	GBDP22126-19
Lactarius glyciosmus	X27TMEAW8AH	Lactarius glyciosmus	GBFSB14918-24
Halesia carolina	X2497VLLIKJ	Halesia carolina	GBITS22119-21
Eucoleus aerophilus	X1ZSFYEAPFC	Eucoleus aerophilus	GBMNA692-19
Myzus ligustri	X1X4CID4LIY	Myzus ligustri	GMBSO224-18
Agromyza rondensis	X1W56JWDFMM	Agromyza rondensis	NODIP944-19
Tuberolachnus salignus	X1N74SMY21R	Tuberolachnus salignus	GBMHH25503-19
Chamaemyia aestiva	X1GY3S29EVY	Chamaemyia aestiva	AMTPD1458-15
Gnomoniopsis idaeicola	X1APYB69GXU	Gnomoniopsis idaeicola	GBDIA1738-13
Theroscopus ochrogaster	X1A1SL69NWJ	Theroscopus ochrogaster	AMTPA2289-15
Hemiberlesia palmae	X194LUWQ9HX	Hemiberlesia palmae	GBCAB40395-24
Crocus pulchellus	X15HX7GRE3Q	Crocus pulchellus	GBITS60647-21
Phlox maculata	X152YI8UX3H	Phlox maculata	MKTRT1528-13
Branta sandvicensis	X0V7SH83FSF	Branta sandvicensis	SIBHI088-11
Phedimus hybridus	X0OVEQE51HB	Phedimus hybridus	GBVJ1665-11
Glyphipterix haworthana	X0NQTOQ09P7	Glyphipterix haworthana	FGMLD699-13
Alopecurus rendlei	X08ABE0OTGD	Alopecurus rendlei	NBFCP146-24
Sabella spallanzanii	X072U1PZ8UI	Sabella spallanzanii	GBAN0214-06
Spermophora kerinci	WZZYHQPRIO2	Spermophora kerinci	FBARB149-11
Cydia grunertiana	WZYWFGVGUMK	Cydia grunertiana	GBOCY001-17
Balaena mysticetus	WZXMFU6VLHF	Balaena mysticetus	ABUAM019-07
Nomada tormentillae	WZWU5ZM4I2E	Nomada tormentillae	ACUFI373-12
Megalocystidium leucoxanthum	WZJG8OWXX89	Megalocystidium leucoxanthum	KFNGI382-19
Inocybe ambigua	WZAZ5C2W618	Inocybe ambigua	GBAGA2724-13
Ploesoma lenticulare	WZ87URPCJT8	Ploesoma lenticulare	ZOOPS536-20
Rhytidoporus indentatus	WZ6K4ZLJH1T	Rhytidoporus indentatus	GBART15228-23
Orobanche amethystea	WZ1FMASEUFF	Orobanche amethystea	GBVK3084-11
Stegana mehadiae	WYZQSHYJHFV	Stegana mehadiae	GBDP40056-19
Ancylostoma duodenale	WYQ26XC2HZG	Ancylostoma duodenale	GBMNA3127-19
Trisetacus quadrisetus	WYN4667ZB67	Trisetacus quadrisetus	GBMAB317-15
Platycercus elegans	WY7EN0VMGXG	Platycercus elegans	BROMB119-06
Hypholoma tuberosum	WXSDLM64UVI	Hypholoma tuberosum	GBAGA10384-14
Turbanella ambronensis	WXJDQSVD5TG	Turbanella ambronensis	GBMIN1450-12
Cheilanthes viridis	WX196DFZYHO	Cheilanthes viridis	GBVA5609-21
Microon sahlbergi	WWOND7QK7G3	Microon sahlbergi	FBCON566-13
Tapinoma ibericum	WWM2F39ROAR	Tapinoma ibericum	GBAHF4586-19
Selaginella martensii	WWGRU0GOUR8	Selaginella martensii	GBVA1382-11
Hordeum chilense	WWG88JM2P0L	Hordeum chilense	GBITS46263-21
Eupolymnia nebulosa	WW8776W3LGG	Eupolymnia nebulosa	CRYNO250-15
Ophiomyia beckeri	WW6GBHEFKZF	Ophiomyia beckeri	GMBUG1663-14
Lepidorhombus boscii	WVXFRJR9DXQ	Lepidorhombus boscii	ANGBF9568-12
Taraxacum nordstedtii	WV1QC7L7UX7	Taraxacum nordstedtii	ITSAC2622-14
Xerocomus subtomentosus	WUO8HKXWSWF	Xerocomus subtomentosus	ANTIC012-20
Cercidiphyllum japonicum	WUDKFN442XV	Cercidiphyllum japonicum	EBLF840-22
Phoeniconaias minor	WU4S5JO55S4	Phoeniconaias minor	GBIR10211-19
Thalassodrilus prostatus	WTSVNW0971W	Thalassodrilus prostatus	GBINV29293-23
Rubus elegantispinosus	WTKGZXEC2HY	Rubus elegantispinosus	GBVX6706-15
Miscanthus sacchariflorus	WTH7HNGZ2ER	Miscanthus sacchariflorus	GBITS44974-21
Macronychus quadrituberculatus	WTAW50BZXFQ	Macronychus quadrituberculatus	DTNHM1432-21
Casinaria morionella	WTAIVPZ593M	Casinaria morionella	BGLIB445-23
Taraxacum ekmanii	WT7IKCD77QN	Taraxacum ekmanii	GBVO4701-11
Xiphinema incognitum	WT784PFRBNG	Xiphinema incognitum	GBMNA7914-19
Fragaria viridis	WSRNY8Z8VHY	Fragaria viridis	FBPL1507-13
Conocybe anthracophila	WSD3ML85PZZ	Conocybe anthracophila	GBAGA8763-13
Abdera biflexuosa	WSB9C7BLMXR	Abdera biflexuosa	DTNHM8784-23
Linaria chalepensis	WRGJGJF6DJB	Linaria chalepensis	GBVI1647-11
Dysaphis pyri	WRFS759401G	Dysaphis pyri	GBMHH16719-19
Tamarix tetrandra	WRAJFVLTRSH	Tamarix tetrandra	GBITS18403-21
Tomentella botryoides	WR6AE5BQ9X7	Tomentella botryoides	GBSO12882-14
Lactarius ruginosus	WQNSRZ79RUQ	Lactarius ruginosus	FABOL277-21
Saissetia miranda	WQJEKEP2BMJ	Aethopyga linaraborae	CMCPB038-10
Ligustrum sinense	WQIKQIOSTXL	Ligustrum sinense	CPBOL1849-11
Alternanthera caracasana	WQBK4TOUXK9	Alternanthera caracasana	GBITS15922-21
Orbinia latreillii	WQ61EU8PC50	Orbinia latreillii	GBMNA12733-19
Pseudococcus viburni	WQ58MMA7LBG	Pseudococcus viburni	GBART40209-23
Artemisia stelleriana	WQ2QEHQ1AUV	Artemisia stelleriana	BBYUK321-12
Rastrococcus iceryoides	WPVJ7NP7KU2	Rastrococcus iceryoides	GBART11682-23
Lophodermium actinothyrium	WPQNPR16KCU	Lophodermium actinothyrium	GBSO387-13
Triticella pedicellata	WPNG7KD0L9Q	Triticella pedicellata	GBINV19874-23
Thanatephorus ochraceus	WPLKNI6LZF8	Thanatephorus ochraceus	GBFSB7336-24
Phauloppia nemoralis	WPEABWKQGF3	Phauloppia nemoralis	MRKRA413-21
Centaurea nigra	WPAODYCU8V6	Centaurea nigra	BBYUK3354-22
Epilobium brachycarpum	WP9SDNA26Q1	Epilobium brachycarpum	BBYUK1266-12
Edrotes ventricosus	WOHGPPLQBQI	Edrotes ventricosus	CNCCC1797-11
Phleum phleoides	WOG8TQUMLTX	Phleum phleoides	DPC247-21
Scaphander lignarius	WOFOOIRNK4H	Scaphander lignarius	BNAGB093-14
Schistostoma truncatum	WOAUM7R6NRN	Schistostoma truncatum	AMTPF4567-16
Gaudinia fragilis	WO955KKMNRA	Gaudinia fragilis	GBITS45897-21
Ciconiphilus decimfasciatus	WNXJE9436PR	Ciconiphilus decimfasciatus	GBMHP2451-19
Echinacea purpurea	WNWNOZ0G81Y	Echinacea purpurea	BPTPS152-22
Rosa sempervirens	WNAQNLYMTCK	Anopheles deaneorum	GBDP12021-12
Echinochloa esculenta	WN9DCQFD7TU	Echinochloa esculenta	GBVD3363-11
Megastigmus atedius	WN8ENVU64NL	Megastigmus atedius	GBAH11385-15
Osmia submicans	WMKXX9YOIL7	Osmia submicans	FBAPB728-09
Elachista metella	WMEOG8YIZOO	Elachista metella	DEEUR1608-18
Callicera spinolae	WMBZIDSD7SA	Callicera spinolae	UKAN2416-23
Chamobates pusillus	WM1V45ABKK8	Chamobates pusillus	GBART23456-23
Blastobasis pannonica	WLZKTT344US	Blastobasis pannonica	DEEUR1207-17
Lembotropis nigricans	WLOWKTVM6P8	Lembotropis nigricans	ITSAG2298-14
Hypoxylon macrocarpum	WLHZLO7NCWF	Hypoxylon macrocarpum	GBXYL1288-13
Cortinarius decipiens	WLDYCCODTYC	Cortinarius decipiens	BCO041-09
Tanacetum coccineum	WL81O07SYKP	Tanacetum coccineum	GBITS72039-21
Eunoe nodosa	WL6LZBY5SNZ	Eunoe nodosa	BNSB200-23
Parasitus kempersi	WL25DCPCIR7	Parasitus kempersi	GBFSD48610-24
Erysiphe syringae	WKV5EQGMIKZ	Erysiphe syringae	GBERY555-13
Leptacis tipulae	WKE3XEFX2CO	Leptacis tipulae	BCHYM7945-15
Primula japonica	WK62KX0WE0X	Primula japonica	GBVI4236-11
Philine punctata	WK2Z30OMUNH	Philine punctata	BSUIO210-24
Favorinus blianus	WJW0W2T0SV2	Favorinus blianus	DTNHM5820-23
Rhopalomyia foliorum	WJPZX2H09SG	Rhopalomyia foliorum	GBDP4729-08
Inula racemosa	WJ5KAF5MY23	Inula racemosa	API297-14
Molva dypterygia	WJ3A1GDWSKT	Molva dypterygia	FCSF017-14
Erodium cygnorum	WJ24AY8PE9H	Erodium cygnorum	GBVG1758-11
Parazercon radiatus	WIUFFEYGN5S	Parazercon radiatus	CHACB065-10
Ramusella insculpta	WIRN4QK4XFH	Ramusella insculpta	UZINS167-23
Leccinum cyaneobasileucum	WICFMNN764S	Leccinum cyaneobasileucum	NOBAS7672-19
Salvia hispanica	WIAHZHF9C89	Salvia hispanica	GBITS32318-21
Diaporthe arctii	WI5G3EMCJYQ	Diaporthe arctii	GBDIA048-13
Vanoyia tenuicornis	WHKJ5HV78Y6	Vanoyia tenuicornis	DTNHM5366-23
Drilonereis filum	WHHC123SK4I	Drilonereis filum	BCAS046-14
Bromus marginatus	WHFSHON391Q	Bromus marginatus	GRASS103-07
Hyla intermedia	WHC2RCEMN8G	Hyla intermedia	GBAP1506-12
Arabidopsis halleri	WGJEVEC9UGF	Arabidopsis halleri	GBITS14992-21
Cantharellus amethysteus	WGCZCOXB3Z3	Cantharellus amethysteus	GBCAN2464-13
Aira elegantissima	WFLD44NDC3A	Aira elegantissima	AUSG856-10
Oenothera macrocarpa	WFIA6FF70FZ	Oenothera macrocarpa	GBITS67471-21
Vicia monantha	WFBRCV6VSDV	Vicia monantha	GBITS24671-21
Amaryllis belladonna	WEI15F5JNRS	Amaryllis belladonna	GBVA3131-11
Polydora colonia	WE7JXX2DU9D	Polydora colonia	GBINV6841-23
Clavaria fragilis	WE4OVIRNAZW	Clavaria fragilis	KFNGI143-19
Hypochnicium subrigescens	WE4BXGG7CPH	Hypochnicium subrigescens	GBPOL2716-15
Pericoma blandula	WDVX2D0G4WU	Pericoma blandula	GMKUG156-12
Carebara diversa	WD2PGEH8S56	Carebara diversa	ANIND015-11
Chloris pycnothrix	WCPK4ZBIIGH	Chloris pycnothrix	GBITS59761-21
Constempellina brevicosta	WCL1SOBQPNS	Constempellina brevicosta	ATNA547-10
Caenoplana cf. micholitzi	WCKF5TAQCLE	Niphargus stygius 10.4	GBCM12184-19
Crocus sativus	WCK08S6IYJE	Crocus sativus	API295-14
Choreutis nemorana	WCJLRS8U2U2	Choreutis nemorana	DTNHM4204-22
Rubus allegheniensis	WCBJZXWSVO6	Rubus allegheniensis	FBPL1343-13
Xanthorhiza simplicissima	WC7RZYLWHSC	Xanthorhiza simplicissima	GBVJ1084-11
Cricotopus patens	WC5VO1V4LT3	Cricotopus patens	GMGLD206-13
Antrodiella faginea	WBXEWO2F6QB	Antrodiella faginea	GBPOL2766-15
Labolips innupta	WBBXEWDK4RP	Labolips innupta	BARSE455-16
Agathomyia boreella	WAYCXYQWHMK	Agathomyia boreella	GBDP26160-19
Oxalis tetraphylla	W9YJUGJIOZ1	Oxalis tetraphylla	GBITS67781-21
Arcteonais lomondi	W9GAX4UJI2S	Arcteonais lomondi	ANNMO781-20
Inocybe arthrocystis	W9EULZM2683	Inocybe arthrocystis	GBAGA2855-13
Sceliphron curvatum	W8X8Z15GBXO	Sceliphron curvatum	CRABR300-10
Winnertzia curvata	W8THLHKQ0EI	Winnertzia curvata	GBDTA10387-21
Cardiocladius capucinus	W8OEZHYULU4	Cardiocladius capucinus	ATNA466-10
Grania postclitellochaeta	W7H4XH5GGLY	Grania postclitellochaeta	ENSWD328-11
Broussonetia papyrifera	W7BGK85005O	Broussonetia papyrifera	EBLF1605-22
Rostroraja alba	W6SX67W0ZN	Hydraena tatii	GBCL37824-19
Delta esuriens	W6P7Q88NCCJ	Delta esuriens	GBAH8401-14
Mediomastus fragilis	W6M2B667L5	Mediomastus fragilis	BCAS015-13
Cercis siliquastrum	W6C2TVBE7T6	Cercis siliquastrum	GBITS23426-21
Allium roseum	W5YMJ7IDDYD	Allium roseum	GBVX5504-15
Entoloma ameides	W5SAB5ZRYHV	Entoloma ameides	NOBAS4119-17
Entoloma indutoides	W5RBJTWP49U	Entoloma indutoides	CAFUN085-17
Paeonia tenuifolia	W5KFQI2LMM	Paeonia tenuifolia	GBITS52629-21
Rumex pseudonatronatus	W5F37AXBWN	Rumex pseudonatronatus	BBYUK1393-12
Hebeloma cavipes	W574I726YXY	Hebeloma cavipes	GBAGA12860-15
Endeis spinosa	W53A0JTLYT2	Endeis spinosa	DTNHM5012-22
Mollisia ligni	W517TT8WJDU	Mollisia ligni	KFNGI399-19
Lenzites warnieri	W4U8NWMNVE2	Lenzites warnieri	GBPOL1287-13
Philadelphus inodorus	W4OBZ7JPDET	Philadelphus inodorus	GBVJ1958-11
Lepidosaphes tokionis	W4BZZNBSXH7	Lepidosaphes tokionis	GBMHH22757-19
Pycnonotus aurigaster	W47TKQYZM8C	Pycnonotus aurigaster	BBIND431-08
Triadenum fraseri	W3Z21A3X6DF	Triadenum fraseri	BPNP088-08
Metastrongylus salmi	W3QB6TQXS12	Metastrongylus salmi	BPHA005-18
Erodium trifolium	W3PTR6EG7LX	Erodium trifolium	GBVG1774-11
Cricotopus pulchripes	W3482V3KI5V	Cricotopus pulchripes	ARCHR059-11
Aonchotheca putorii	W328LOSZSO2	Aonchotheca putorii	GBMNF79390-22
Poroliodes farinosus	W2PAXNXXW7J	Poroliodes farinosus	FINOR476-13
Polygala amara	W2FHWXMOG6J	Polygala amara	GBITS26756-21
Hermannia subglabra	W2B3Q2TAGNW	Hermannia subglabra	SOITS207-22
Oenanthe javanica	W26PUMVV54G	Oenanthe javanica	BATT854-10
Chrysopilus erythrophthalmus	W20P7ZU94MW	Chrysopilus erythrophthalmus	BGLIB1323-24
Hedypnois cretica	W1ITADBOHTX	Hedypnois cretica	SDH364-14
Bupleurum odontites	W1H6S4YDAVJ	Bupleurum odontites	ITSAB979-14
Amanita muscaria	W14YK1582BM	Amanita muscaria	ANTIC135-20
Eucoleus boehmi	W0TN5FFT5XM	Eucoleus boehmi	GBMNA2616-19
Cedrus atlantica	W0LM28SJUT4	Cedrus atlantica	GBVL4584-11
Cephalotes pusillus	W087YRNC8W5	Cephalotes pusillus	ANTI1141-21
Protostrongylus rufescens	W03E5KX3SLH	Protostrongylus rufescens	GBMNA822-19
Megarhyssa rixator	VZX7QTCK63M	Megarhyssa rixator	FBICA660-12
Clavaria tenuipes	VZTHX6GE4XN	Clavaria tenuipes	NOBAS3343-16
Cosmoconus nigriventris	VZMGEAK3DFI	Cosmoconus nigriventris	BCHYM9808-15
Amaranthus hypochondriacus	VZLP6WZLVX8	Amaranthus hypochondriacus	SAFH2853-11
Anchusa capensis	VZL131LHCVC	Anchusa capensis	GBVG2343-11
Psychoda lobata	VZHPFECFPEY	Psychoda lobata	GDIP22044-23
Santolina chamaecyparissus	VZ3H8ZPMZS2	Santolina chamaecyparissus	BPTPS071-22
Biatora sphaeroides	VZ1J9BRQLQ2	Biatora sphaeroides	GBLEC6145-14
Conferticium ochraceum	VZ12ZDBD9M7	Conferticium ochraceum	GBRUS157-13
Pilosella peleteriana	VYY8LZG5CQ4	Pilosella peleteriana	PNOR1746-19
Monopseudocuma gilsoni	VYVY6KR0HM	Monopseudocuma gilsoni	BNSCP055-11
Rubus bertramii	VYVDVHZFBWG	Rubus bertramii	GBVX6673-15
Diaixis hibernica	VYOY43KY1VF	Diaixis hibernica	COCLA284-16
Triaeris stenaspis	VYBSQ8WOQA8	Triaeris stenaspis	FBARB147-11
Serapias vomeracea	VXZ19JNTXRG	Serapias vomeracea	NBFCP2895-24
Tricholoma psammopus	VXFTPXHACEB	Tricholoma psammopus	FABOL124-21
Pieris floribunda	VWGTJK9HQII	Pieris floribunda	GBITS20967-21
Thalia dealbata	VW5LAH4PUFC	Thalia dealbata	GBITS55050-21
Adalia conglomerata	VVXI4MQJ3IY	Adalia conglomerata	COLFE066-12
Hemimycena delectabilis	VVTPA65PHUM	Hemimycena delectabilis	NOBAS2716-16
Micropsectra styriaca	VVQGYKOGBNV	Micropsectra styriaca	CHIFI274-16
Carabodes areolatus	VV31H3S23DQ	Carabodes areolatus	FINOR674-16
Zygina nivea	VUZUUCG37J	Zygina nivea	BGENL857-24
